,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35
0,2,-1.8200858902144386,3.9465300212539556,-0.9604967989012645,4.691354413876976,-10.455181607790713,-0.5892098974138354,-3.904230418813544,0.7220869042405196,-2.8434488710877264,-5.37871125793461,-6.748335351725629,3.300567393686039,-13.033031519121007,-8.389414893571804,-4.210526666614436,0.999840664562442,-4.00160488680985,-7.968139306341539,0.5714452896969571,-12.329044938027945,5.407655580188736,1.8661229398546197,-11.49160009437491,-0.256591709919132,-9.033972182279713,2.752619428601524,-1.1813394621907392,-0.28262257627625986,-0.9320529239868887,-0.0434452239181165,-8.150974890680487,4.827468640011411,-3.432824955710195,0.09141804382551943,-6.3706724951027
1,0,0.5668371738697963,6.315943692880749,10.135066437524536,2.206510315341831,15.573731759935429,11.370972740590858,3.5014184848476004,5.012705590531537,0.7256147170511721,5.127737219244948,8.57565493266489,3.2466378286647584,9.046987539458707,3.073490397439217,11.45894067936851,3.1608351190814683,4.9165122404065915,4.395564280022576,0.9591173503364697,8.707770769874308,10.814414743660674,7.976114157589227,8.24757655645825,11.41783588470502,6.186829177151175,7.292952365792564,11.934052881984273,3.233309610866334,11.550035539968066,3.528903339396633,6.159168123559509,7.291272599887508,6.9582193865601125,7.631249782450557,11.497590506756536
2,2,4.920958462153809,15.045520837148935,8.955916711196013,15.139565059271222,11.281443402561733,12.924401989445284,14.606814759745452,14.533820437625302,5.119688823938071,5.869271302853879,11.500878763631704,11.185103835313463,12.614818919837223,4.126432078219288,12.709505662867324,14.708773430885714,15.321166667697275,12.296071396806393,14.251709037699811,7.637542794435525,15.94187356360055,16.747351227680227,7.7069027694348735,9.91383444031758,10.068908114412169,20.507145651601213,10.966741142835406,6.675261600165951,12.830332507021668,16.806753020404713,3.884012646976024,9.781240831671017,7.240104277157772,18.095872593745167,18.262863522114802
3,0,-1.416176026363379,-4.794364193139302,-7.676933095308139,-5.61606372222072,-9.116279743078872,-4.75339675699783,-0.48311370917235774,-4.703068545645637,-5.034286775856635,-6.4118849111241945,-3.203686738498056,-9.362943788844193,-8.16146015399152,-3.769598862678955,-3.6105613647564434,-5.8776148651806075,-7.629484930980488,-1.5492933045178838,-3.572003922512993,-9.943130223902294,-5.209723412275891,-8.005334352079394,-9.283954234588586,-4.981862967385908,-9.29439792508579,-3.505943551280862,-5.2904912885325235,-3.7366906937600826,-5.9052697968524885,-3.710419871521667,-0.5681293572380581,-9.202762849591116,-6.274800658236062,-11.625158945522683,-8.836784988799023
4,2,10.896301025487164,18.673562393196782,24.641354007533437,13.873935265700192,27.584951272535598,25.354124140111168,15.205429723932614,22.87413577685753,16.292086490694977,20.570941538728686,23.769730705551684,15.10326596534633,32.41256651779897,10.08846785525655,21.560953879669032,21.551739549888158,20.25252285418156,23.66793052728031,16.905113788354754,21.988567110840336,23.052750009577395,30.638253079904437,24.25110949181081,26.358364380515976,14.023074321927108,25.035989370481893,25.859248402941937,16.493638704155845,33.17914385536556,14.998601230640963,21.079149525911454,17.716956930049466,20.308403950823735,31.118537800219546,29.88308580267238
5,0,4.72689688644602,13.497826983836918,10.188466644054635,14.807413576284588,19.482635130899975,19.87949729113953,7.156645464262735,11.171846912029077,4.742028481592725,11.795032934733085,5.15200524104614,17.788617077814088,16.631393531173746,7.603040011019071,19.055511497604822,12.808534641473713,15.825526677512075,10.116586103471272,13.612294624986049,19.772685857114645,19.170201570690686,13.225348563059331,16.738993813149175,12.372548357670745,25.45907752875852,13.951467099373803,12.15948882915021,11.311435330601054,17.11576923052203,16.27824287055749,8.673757085194008,12.99580596061406,10.122246065776404,23.406476969091347,22.528012559584905
6,2,-1.1339101180261466,10.882389408401515,15.914834279589025,14.304685794973757,23.134886076409572,20.213485263471263,10.143067804036368,13.178343155692815,5.811878967478859,15.829959757625884,9.61177947033286,9.692402491267144,22.59567041442321,6.5996980742877,13.847104413069216,7.548776012099903,11.359217717890068,10.12581958853904,3.442520633113963,15.48144591488767,16.4389759784258,18.868191913828593,15.257293007545924,14.92291758932878,10.236007616049514,17.713142553907637,17.28037351278125,7.103464237800971,24.809265159560958,-1.4224544485130166,1.3758781412316714,13.01853247409866,14.236615165362156,21.682803631305713,17.53761960083113
7,0,8.018274104006172,7.113460127473567,3.2420986098650517,0.3627686983294612,6.911037727514713,3.5703321397044863,9.180348858638407,4.5050891261705495,10.148788365034914,5.41574901010045,11.897033159610123,1.0294805194118437,4.0208073411070595,2.8319911587479525,10.772998873947424,6.450657247676797,5.479308183238232,12.024432706027245,17.14419070990047,4.393854105845508,-3.3248256300666115,5.179158232629982,8.474161910234901,10.44260525134647,0.7228536767223152,10.41520441382219,1.512100340617697,6.8680274700409445,3.8133386662574704,11.217424909770209,14.721624347100237,-1.929170546301346,1.7193470389445216,7.772470690411725,4.493424772432148
8,0,8.255016159346566,-1.4502732725283245,2.530668708623607,-2.3309333683084534,7.71012066154019,0.8068996583912236,4.428770792054031,3.3797591280026587,-0.2823549116684028,4.297071679140741,6.059337887460127,1.0798873575363674,-1.1301111933469998,6.36945322455624,6.530446784320354,-0.6850593910739393,-1.4548202837565314,8.492545283450474,6.1425764139680465,-0.6969916070755137,-2.363062912371587,4.988801760183055,7.869094311443246,4.5877052062303285,3.8107294697968337,6.649976467619123,7.87527152423952,-1.152569990309933,-0.8779904561285986,-0.6524876385536105,-0.8440019052763907,-2.2289719136018804,-0.9679876223817946,-0.6262169969482906,5.521792029710266
9,2,2.341744304625162,-1.824765273393961,4.728874560341,3.9101581304300774,-4.966527782193824,-6.305181367482808,1.320064632416281,0.41708689399611965,9.427149001664075,-1.6078065212930444,-2.5643195176428675,6.766553671117349,0.48951524418289166,7.702013657488691,-10.484443651142382,0.5714345188280409,-0.6977680576691607,-8.429090756885245,-8.648473110088538,3.4714193152118367,1.9957859950464796,4.328179245174844,-4.921762227669837,0.00033410153286563893,-3.6757421831963883,-4.577385507868988,2.0465845135142287,3.47486256743342,-3.316347974245044,-0.4717207811995674,-2.6179907615233997,6.95699306354939,4.588395530377512,1.5830165466144477,-3.6431430368323263
